Company Name,HeadQuarter,Sector,Amount($),Stage,Year Funded
Royal Sundaram General Insurance Co. Limited,Kalpakkam,Finance,210000000.0,Later Stage ,2018
CleanseCar,Bangalore,Transport,511695.9064327485,Others Stage ,2018
DRIVEU,Bengaluru,Marketing,1023391.812865497,Series Stage ,2018
Spinny,Gurgaon,E-Commerce,11000000.0,Series Stage ,2018
Asset Reconstruction Company (India) Ltd.,Mumbai,Finance,1300000.0,Later Stage ,2018
Med365 Healthcare,Jaipur,Healthcare,730994.1520467836,Seed Stage ,2018
Dunzo,Bangalore,Marketing,1023391.812865497,Debt Stage ,2018
Mobile Premier League (MPL),Bengaluru,Entertainment,5000000.0,Series Stage ,2018
WalMart India,Gurgaon,E-Commerce,37680000.0,Series Stage ,2018
Cred,Bengaluru,Marketing,1300000.0,Seed Stage ,2018
Meesho,Bangalore,E-Commerce,50000000.0,Series Stage ,2018
BhaskarGuru,Bhopal,Technology,1000000.0,Seed Stage ,2018
Gugu,Coimbatore,Technology,250000.0,Seed Stage ,2018
FarmTaaza,Bengaluru,Marketing,1300000.0,Series Stage ,2018
Vizzbee,Bhopal,Technology,20000.0,Pre Seed Stage ,2018
BIGPHI TECHNOLOGIES PVT. LTD.,Bangalore,Marketing,900000.0,Others Stage ,2018
Mobycy,Gurgaon,Technology,1300000.0,Others Stage ,2018
Traveo Soft Pvt. Ltd.,Bangalore,Technology,17543.859649122805,Later Stage ,2018
Em Personal Care,Mumbai,Marketing,1300000.0,Seed Stage ,2018
Lucideus,New Delhi,Marketing,5000000.0,Series Stage ,2018
Eupheus Learning,Delhi,Education,1300000.0,Seed Stage ,2018
GamingMonk,New Delhi,Entertainment,584795.3216374269,Series Stage ,2018
Sukkhi Jewellery,Mumbai,Marketing,7456140.350877193,Series Stage ,2018
INDwealth,Gurgaon,Finance,32163742.690058477,Seed Stage ,2018
Medikabazaar,Mumbai,Marketing,5000000.0,Series Stage ,2018
NIRA,Bangalore,Finance,1000000.0,Seed Stage ,2018
Duroflex Pvt. Ltd.,Alleppey,Marketing,22000000.0,Others Stage ,2018
Clensta,New Delhi,Technology,1300000.0,Seed Stage ,2018
Jetbrain Robotics,Gurgaon,Healthcare,70000.0,Seed Stage ,2018
Medimetry,Haryana,Healthcare,1300000.0,Seed Stage ,2018
Healthkart,Gurgaon,E-Commerce,10000000.0,Series Stage ,2018
Indiabulls Ventures,Mumbai,Finance,225029239.76608184,Later Stage ,2018
Vistara,Haryana,Transport,292397660.8187134,Others Stage ,2018
ClearTax,New Delhi,Finance,58479532.163742684,Series Stage ,2018
Shuttl,Gurgaon,Technology,1000000.0,Debt Stage ,2018
GuruQ,New Delhi,Technology,365497.0760233918,Seed Stage ,2018
Azure Power,New Delhi,Marketing,185000000.0,Later Stage ,2018
Cube,Mumbai,Finance,2046783.625730994,Series Stage ,2018
RAHI Care,Chandigarh,Healthcare,1300000.0,Series Stage ,2018
Mynvax,Bangalore,Technology,1300000.0,Others Stage ,2018
Loans4SME,Mumbai,Finance,1300000.0,Seed Stage ,2018
UpCyclersLab,Mumbai,Technology,1300000.0,Seed Stage ,2018
Cellerite Systems,Hyderabad,Transport,1300000.0,Seed Stage ,2018
Taru Naturals,Mumbai,Marketing,1300000.0,Seed Stage ,2018
LetsMD,New Delhi,Technology,1000000.0,Seed Stage ,2018
Twenty Two Motors,Haryana,Transport,65000000.0,Later Stage ,2018
Truebil,Mumbai,Transport,2000000.0,Series Stage ,2018
FarmersFZ,Kochi,Marketing,1300000.0,Seed Stage ,2018
Worxogo,Bangalore,Technology,2412280.7017543856,Series Stage ,2018
Vivish Technologies (myGate),Bengaluru,Technology,9502923.976608187,Series Stage ,2018
Singularity Dynamics,Bengaluru,Technology,1300000.0,Seed Stage ,2018
Virtual MetalStreet(MetalStreet),Bengaluru,Marketing,700000.0,Others Stage ,2018
Veritas Finance,Guindy,Finance,30000000.0,Series Stage ,2018
Manjushree Technopack,Bangalore,Marketing,1300000.0,Others Stage ,2018
GoZefo,Bangalore,Technology,3070175.438596491,Series Stage ,2018
Zomato,Gurgaon,Transport,210000000.0,Later Stage ,2018
Innov8 Coworking,New Delhi,Marketing,4000000.0,Seed Stage ,2018
RevFin,Delhi,Finance,1300000.0,Seed Stage ,2018
Lavelle Networks,Bengaluru,Technology,292397.6608187134,Series Stage ,2018
Blackbuck,Bengaluru,Technology,29672514.619883038,Series Stage ,2018
Cardekho,Gurgaon,Transport,75000000.0,Series Stage ,2018
ElasticRun,Pune,Transport,8771929.824561402,Series Stage ,2018
Droom Technology Private Limited,Gurgaon,Transport,30000000.0,Series Stage ,2018
Vogo Rentals,Kormangala,Transport,1169590.6432748537,Debt Stage ,2018
InnerChef,Gurgaon,Marketing,1760000.0,Series Stage ,2018
LivQuik,Mumbai,Finance,2700000.0,Later Stage ,2018
Disprz,Chennai,Education,400000.0,Debt Stage ,2018
9stacks,Delhi,Entertainment,4093567.251461988,Series Stage ,2018
Origo,Gurgaon,Marketing,11695906.432748538,Series Stage ,2018
YourOwnROOM,Bangalore,E-Commerce,750000.0,Seed Stage ,2018
Vahdam Teas,New Delhi,E-Commerce,2500000.0,Series Stage ,2018
Spoofin,New Delhi,Entertainment,1300000.0,Series Stage ,2018
Strom Motors,Mumbai,Transport,1300000.0,Others Stage ,2018
PharmEasy,Mumbai,Healthcare,80000000.0,Series Stage ,2018
Licious,Bengaluru,Transport,25000000.0,Series Stage ,2018
Stanza Living,New Delhi,Technology,10672514.61988304,Series Stage ,2018
docturnal,Hyderabad,Technology,1300000.0,Seed Stage ,2018
Bounce (Metro Bikes),Bangalore,Transport,3000000.0,Debt Stage ,2018
Technology 9 Labs (T9L),New Delhi,Technology,1300000.0,Later Stage ,2018
Goals101,Delhi,Finance,3500000.0,Seed Stage ,2018
Satya MicroCapital,New Delhi,Finance,5847953.216374269,Series Stage ,2018
Ummeed Housing Finance Private Limited,Haryana,Finance,8771929.824561402,Series Stage ,2018
StockEdge,Kolkata,Marketing,1100000.0,Seed Stage ,2018
Sequretek,Mumbai,Marketing,3700000.0,Series Stage ,2018
Avenues Payments India Pvt. Ltd.,Mumbai,Marketing,1300000.0,Later Stage ,2018
Qbera,Bangalore,Finance,2046783.625730994,Series Stage ,2018
Urban Ladder,Bangalore,E-Commerce,5600000.0,Debt Stage ,2018
Planet11 eCommerce Solutions India (Avenue11),Bengaluru,Marketing,3801169.5906432746,Later Stage ,2018
DailyNinja,Bengaluru,Technology,1300000.0,Series Stage ,2018
Iba Halal Care,Ahmedabad,Marketing,2192982.4561403506,Series Stage ,2018
Knocksense,Lucknow,Entertainment,1300000.0,Seed Stage ,2018
Togedr,Gurgaon,Marketing,1300000.0,Series Stage ,2018
Parkwheels,Haryana,Marketing,175438.59649122806,Seed Stage ,2018
ShareChat,Bangalore,Technology,99230000.0,Series Stage ,2018
Cyclops Medtech,Bangalore,Healthcare,1000000.0,Seed Stage ,2018
Livspace,Bangalore,E-Commerce,70000000.0,Series Stage ,2018
NewsBytes,Gurgaon,Technology,1000000.0,Seed Stage ,2018
Leena AI,Gurgaon,Technology,2000000.0,Seed Stage ,2018
Max Healthcare,New Delhi,Healthcare,1300000.0,Later Stage ,2018
GoBolt,New Delhi,Transport,5847953.216374269,Series Stage ,2018
GoGaga,Bangalore,Marketing,40000.0,Later Stage ,2018
Mate Labs,Bangalore,Technology,550000.0,Seed Stage ,2018
Furlenco,Bangalore,Marketing,1300000.0,Series Stage ,2018
Ola,Kormangala,Technology,50000000.0,Series Stage ,2018
DocPrime,Haryana,Healthcare,50000000.0,Later Stage ,2018
CLP India Pvt. Ltd.,Mumbai,Marketing,365000000.0,Others Stage ,2018
Xplorabox,Noida,E-Commerce,1300000.0,Seed Stage ,2018
Myra,Bangalore,Technology,127923.97660818712,Series Stage ,2018
Vokal,Bengaluru,Technology,1500000.0,Series Stage ,2018
Kissht,Mumbai,Finance,30000000.0,Series Stage ,2018
Upwards Fintech,Mumbai,Finance,5000000.0,Series Stage ,2018
Bon(Bonfleet Solutions),Pune,Finance,1140350.8771929825,Seed Stage ,2018
Mamaearth,Gurgaon,E-Commerce,4000000.0,Series Stage ,2018
BabyChakra,Mumbai,Healthcare,1300000.0,Series Stage ,2018
Belstar Investment and Finance Private Limited,Chennai,Finance,28000000.0,Series Stage ,2018
Naaptol,Mumbai,E-Commerce,15000000.0,Series Stage ,2018
Moonshine Meadery,Pune,Marketing,1300000.0,Seed Stage ,2018
Verzeo,Bangalore,Education,5000000.0,Series Stage ,2018
Haazri,Mumbai,Marketing,182748.5380116959,Seed Stage ,2018
Connect India,New Delhi,Transport,1300000.0,Others Stage ,2018
Flyrobe,Mumbai,Marketing,3859649.122807017,Series Stage ,2018
Scholify,Bengaluru,Marketing,1300000.0,Pre Seed Stage ,2018
Dream11,Mumbai,Entertainment,100000000.0,Series Stage ,2018
srJna,Jaipur,Education,1300000.0,Seed Stage ,2018
Nykaa,Mumbai,Marketing,16520467.836257309,Later Stage ,2018
Chaayos,New Delhi,Marketing,11842105.263157893,Series Stage ,2018
Heelium,Pune,Technology,1300000.0,Seed Stage ,2018
LT Foods,New Delhi,Marketing,20467836.25730994,Later Stage ,2018
Multibashi,Bengaluru,Education,146198.8304093567,Seed Stage ,2018
Cleardekho,Ghaziabad,Marketing,1300000.0,Series Stage ,2018
Dailyhunt,Bangalore,Technology,6000000.0,Series Stage ,2018
SlicePay,Bengaluru,Finance,14900000.0,Series Stage ,2018
Udaan,Bangalore,Marketing,225000000.0,Series Stage ,2018
Happyeasygo Group,Haryana,Marketing,1300000.0,Series Stage ,2018
Mombay,Mumbai,Marketing,7500.0,Seed Stage ,2018
Droni Tech,Mumbai,Technology,511695.9064327485,Seed Stage ,2018
Netmeds,Chennai,Technology,35000000.0,Series Stage ,2018
Bombay Shaving,Bangalore,E-Commerce,6300000.0,Series Stage ,2019
Ruangguru,Mumbai,Education,150000000.0,Series Stage ,2019
Eduisfun,Mumbai,Education,28000000.0,Seed Stage ,2019
HomeLane,Chennai,Business Services,30000000.0,Series Stage ,2019
Nu Genes,Telangana,Technology,6000000.0,Series Stage ,2019
FlytBase,Pune,Technology,6000000.0,Series Stage ,2019
Finly,Bangalore,Technology,6000000.0,Series Stage ,2019
Kratikal,Noida,Technology,1000000.0,Pre Series Stage ,2019
Quantiphi,Bangalore,Technology,20000000.0,Series Stage ,2019
Lenskart,Delhi,E-Commerce,275000000.0,Series Stage ,2019
Cub McPaws,Mumbai,E-Commerce,6000000.0,Series Stage ,2019
Appnomic,Bangalore,Technology,22000000.0,Series Stage ,2019
Kaleidofin,Chennai,Finance,5000000.0,Series Stage ,2019
JobSquare,Ahmedabad,Human Resources,140500.0,Series Stage ,2019
Open Secret,Bangalore,Consumer Services,6000000.0,Series Stage ,2019
LivFin,Delhi,Finance,5000000.0,Series Stage ,2019
Byju's,Bangalore,Education,540000000.0,Series Stage ,2019
Zest Money,Bangalore,Finance,15000000.0,Series Stage ,2019
Witblox,Bangalore,Education,182700.0,Series Stage ,2019
Azah Personal Care Pvt. Ltd.,Gurugram,Healthcare,6000000.0,Pre Series Stage ,2019
SalaryFits,Bangalore,Finance,5000000.0,Series Stage ,2019
Pristyn Care,Bangalore,Healthcare,12000000.0,Series Stage ,2019
Springboard,Bangalore,Education,11000000.0,Series Stage ,2019
DROR Labs Pvt. Ltd,Delhi,Technology,6000000.0,Series Stage ,2019
Medlife,Bangalore,Healthcare,15500000.0,Series Stage ,2019
Seekify,Delhi,Technology,1500000.0,Seed Stage ,2019
Toffee Insurance,Haryana,Finance,5500000.0,Series Stage ,2019
Fireflies .ai,Bangalore,Technology,5000000.0,Series Stage ,2019
HungerBox,Bangalore,Consumer Services,12000000.0,Series Stage ,2019
Bijak,Bangalore,Technology,2500000.0,Seed Stage ,2019
Licious,Bangalore,Consumer Services,30000000.0,Series Stage ,2019
truMe,Bangalore,Technology,140000.0,Series Stage ,2019
Pumpkart,Chandigarh,E-Commerce,6000000.0,Series Stage ,2019
Asteria Aerospace,Bangalore,Technology,230000000.0,Series Stage ,2019
Rivigo,Bangalore,Transport,20000000.0,Series Stage ,2019
HappyEasyGo,Gurugram,Transport,49400000.0,Series Stage ,2019
Zetwerk,Bangalore,Industrial,32000000.0,Series Stage ,2019
Observe.AI,Bangalore,Technology,26000000.0,Series Stage ,2019
Freshokartz,Jaipur,E-Commerce,150000.0,Pre Series Stage ,2019
Lil’ Goodness and sCool meal,Bangalore,Technology,400000.0,Series Stage ,2019
Trell,Bangalore,Entertainment,2000000.0,Pre Series Stage ,2019
VMate,Bangalore,Education,100000000.0,Series Stage ,2019
Bombay Shirt Company,Mumbai,E-Commerce,8000000.0,Series Stage ,2019
Slintel,Bangalore,Technology,1500000.0,Series Stage ,2019
MyGameMate,Bangalore,Entertainment,100000.0,Series Stage ,2019
Afinoz,Noida,Finance,6000000.0,Series Stage ,2019
Rein Games,Noida,Technology,50000000.0,Pre Series Stage ,2019
Ecozen,Pune,Technology,6000000.0,Series Stage ,2019
Box8,Mumbai,Consumer Services,120000000.0,Series Stage ,2019
Awign Enterprises,Bangalore,Education,4000000.0,Series Stage ,2019
Purplle,Mumbai,Consumer Services,30000000.0,Series Stage ,2019
Freightwalla,Mumbai,Business Services,4000000.0,Series Stage ,2019
TapChief,Bangalore,Education,1500000.0,Pre Series Stage ,2019
eJOHRI,Mumbai,Consumer Services,1000000.0,Pre Series Stage ,2019
Ninjacart,Bangalore,Technology,6000000.0,Series Stage ,2019
Binca Games,Mumbai,Entertainment,6000000.0,Series Stage ,2019
KredX,Bangalore,Education,26000000.0,Series Stage ,2019
m.Paani,Mumbai,Education,5500000.0,Series Stage ,2019
Origo,Gurugram,Technology,6800000.0,Series Stage ,2019
WishADish,Delhi,Consumer Services,6000000.0,Series Stage ,2019
Ecom Express,Gurugram,Transport,36000000.0,Series Stage ,2019
Stanza Living,Delhi,Human Resources,5700000.0,Series Stage ,2019
PiBeam,Chennai,Transport,50000000.0,Series Stage ,2019
Euler Motors,Delhi,Transport,2000000.0,Series Stage ,2019
Moms Co,New Delhi,E-Commerce,5000000.0,Series Stage ,2019
Cubical Labs,Bangalore,Technology,6000000.0,Series Stage ,2019
Lawyered,Delhi,Religious,100000.0,Series Stage ,2019
Cuemath,Bangalore,Education,5500000.0,Series Stage ,2019
Licious,Bangalore,Consumer Services,25000000.0,Series Stage ,2019
Nivesh.com,Noida,Finance,600000.0,Series Stage ,2019
Zebu,Bangalore,Technology,4000000.0,Seed Stage ,2019
Smart Institute,Surat,Education,1500000.0,Series Stage ,2019
CarDekho,Jaipur,Technology,70000000.0,Series Stage ,2019
Shadowfax,Bangalore,Transport,60000000.0,Series Stage ,2019
Credr,Mumbai,Technology,6000000.0,Series Stage ,2019
Sportido,Noida,Entertainment,6000000.0,Series Stage ,2019
Phable,Bangalore,Healthcare,220000.0,Series Stage ,2019
Sarva,Chennai,Entertainment,2800000.0,Series Stage ,2019
IndyFint,Bangalore,Finance,2100000.0,Series Stage ,2019
Zolostays,Bangalore,Human Resources,7000000.0,Series Stage ,2019
Ola,Bangalore,Transport,311000000.0,Series Stage ,2019
Zoomcar,Bangalore,Transport,4800000.0,Series Stage ,2019
Kratikal,Uttar Pradesh,Technology,1000000.0,Pre Series Stage ,2019
Froogal,Hyderabad,Marketing,1000000.0,Pre Series Stage ,2019
Infra.Market,Mumbai,Technology,20000000.0,Series Stage ,2019
Oyo,Gurugram,Technology,693000000.0,Series Stage ,2019
GoMechanic,Delhi,Technology,5000000.0,Series Stage ,2019
Spinny,Delhi,Technology,50000000.0,Series Stage ,2019
Ess Kay Fincorp,Rajasthan,Finance,33000000.0,Series Stage ,2019
Aqgromalin,Chennai,Technology,200000.0,Series Stage ,2020
Krayonnz,Bangalore,Education,100000.0,Others Stage ,2020
PadCare Labs,Pune,Business Services,3000000.0,Others Stage ,2020
NCOME,New Delhi,Business Services,400000.0,Series Stage ,2020
Gramophone,Indore,Technology,340000.0,Series Stage ,2020
qZense,Bangalore,Technology,600000.0,Seed Stage ,2020
MyClassboard,Hyderabad,Education,600000.0,Pre Series Stage ,2020
Metvy,Gurgaon,Technology,3000000.0,Pre Series Stage ,2020
Rupeek,Bangalore,Finance,45000000.0,Series Stage ,2020
Gig India,Pune,Technology,1000000.0,Pre Series Stage ,2020
Slurrp Farm,Gurgaon,Consumer Services,2000000.0,Series Stage ,2020
Medfin,Bangalore,Healthcare,3000000.0,Series Stage ,2020
MasterG,New Delhi,Consumer Services,3000000.0,Series Stage ,2020
Brila 91,New Delhi,Consumer Services,1200000.0,Series Stage ,2020
FoodyBuddy,Belgaum,Consumer Services,600000.0,Series Stage ,2020
Zomato,Gurgaon,Transport,660000000.0,Series Stage ,2020
OurEye.ai,Bangalore,Technology,120000.0,Series Stage ,2020
Shiprocket,New Delhi,E-Commerce,7500000.0,Series Stage ,2020
Pine Labs,Noida,Finance,3000000.0,Series Stage ,2020
Moneyboxx Finance,New Delhi,Finance,1000000.0,Series Stage ,2020
EWar,Bangalore,Entertainment,3000000.0,Pre Series Stage ,2020
SucSEED Indovation,Hyderabad,Finance,5000000.0,Series Stage ,2020
TaxBuddy.com,Mumbai,Finance,1000000.0,Series Stage ,2020
Awign Enterprises,Bangalore,Human Resources,500000.0,Series Stage ,2020
Circle of Angels,Gurgaon,Finance,3000000.0,Series Stage ,2020
CoinDCX,Mumbai,Finance,10000000.0,Series Stage ,2020
Glance,Bangalore,Technology,145000000.0,Series Stage ,2020
VerSe Innovation,Bangalore,Technology,100000000.0,Series Stage ,2020
Voosh,Bangalore,Consumer Services,3000000.0,Others Stage ,2020
Delhivery,Gurgaon,E-Commerce,3000000.0,Series Stage ,2020
Arya,Noida,Technology,21000000.0,Series Stage ,2020
Pickrr,New Delhi,Transport,4000000.0,Series Stage ,2020
PhonePe,Andheri,Finance,20000000.0,Series Stage ,2020
Countingwell,Bangalore,Education,1000000.0,Pre Series Stage ,2020
Callify.ai,Mumbai,Technology,560000.0,Seed Stage ,2020
Hudle,New Delhi,Entertainment,3000000.0,Pre Series Stage ,2020
Cover it Up,Chennai,E-Commerce,400000.0,Seed Stage ,2020
BiteSpeed,Gurgaon,E-Commerce,275000.0,Seed Stage ,2020
WakeFit,Bangalore,Technology,20000000.0,Series Stage ,2020
Sreyas Holistic Remedies,Hyderabad,Education,1000000.0,Series Stage ,2020
Fleeca India,Jaipur,Business Services,3000000.0,Series Stage ,2020
M1xchange,Gurgaon,Finance,4500000.0,Series Stage ,2020
Exotel,Bangalore,Technology,5000000.0,Series Stage ,2020
PagarBook,Bangalore,Technology,15000000.0,Series Stage ,2020
PointOne Capital,Bangalore,Technology,3000000.0,Series Stage ,2020
Ayana,Bangalore,Entertainment,390000000.0,Series Stage ,2020
Fisdom,Bangalore,Finance,7000000.0,Series Stage ,2020
Tinker Coders,Noida,Education,3000000.0,Seed Stage ,2020
Infinite Uptime,Pune,Technology,5100000.0,Series Stage ,2020
HappyLocate,Bangalore,Technology,500000.0,Pre Series Stage ,2020
PhonePe,New Delhi,Finance,700000000.0,Series Stage ,2020
Loop Health,Pune,Healthcare,2300000.0,Seed Stage ,2020
NeoDocs,Mumbai,Healthcare,3000000.0,Others Stage ,2020
The ePlane,Chennai,Technology,3000000.0,Seed Stage ,2020
TagMango,Mumbai,Marketing,700000.0,Seed Stage ,2020
The New Shop,New Delhi,Technology,500000.0,Seed Stage ,2020
MobiKwik,Gurgaon,Finance,7000000.0,Series Stage ,2020
DebugsBunny,Pune,Education,100000.0,Series Stage ,2020
BHIVE Investech,Bangalore,Business Services,1000000.0,Seed Stage ,2020
Rivigo,Gurgaon,Transport,19000000.0,Series Stage ,2020
ZipLoan,New Delhi,Finance,3000000.0,Series Stage ,2020
Swipez,Pune,Finance,3000000.0,Series Stage ,2020
Humus,Bangalore,Technology,3000000.0,Series Stage ,2020
Artivatic.ai,Bangalore,Technology,3000000.0,Series Stage ,2020
Prescinto,Ahmedabad,Technology,3000000.0,Seed Stage ,2020
Toppeq,Mumbai,Technology,3000000.0,Seed Stage ,2020
Bolo Indya,Gurgaon,Technology,400000.0,Series Stage ,2020
Bombay Play,Bangalore,Entertainment,1000000.0,Seed Stage ,2020
FreshToHome,Bangalore,E-Commerce,3000000.0,Series Stage ,2020
KIKO TV,Mumbai,Technology,3000000.0,Seed Stage ,2020
Atomberg Technologies,Mumbai,Consumer Services,9000000.0,Series Stage ,2020
DealShare,Jaipur,E-Commerce,21000000.0,Series Stage ,2020
Smallcase,Bangalore,Finance,3000000.0,Series Stage ,2020
CueMath,Bangalore,Education,40000000.0,Series Stage ,2020
Gamerji,Ahmedabad,Entertainment,3000000.0,Seed Stage ,2020
5C Network,Bangalore,Healthcare,1200000.0,Pre Series Stage ,2020
Ethereum Push Notification Service,Mumbai,Finance,750000.0,Seed Stage ,2020
Mihup,Kolkata,Technology,1500000.0,Series Stage ,2020
RuralBasket,Tirunelveli,E-Commerce,500000.0,Series Stage ,2020
WayCool Foods,Chennai,Technology,7800000.0,Debt Stage ,2020
Infra.Market,Thane,Business Services,20000000.0,Series Stage ,2020
Info Edge Venture,Noida,Technology,50000000.0,Series Stage ,2020
Clovia,Noida,E-Commerce,4000000.0,Pre Series Stage ,2020
Codingal,Bangalore,Education,560000.0,Seed Stage ,2020
CRED,Bangalore,Finance,80000000.0,Series Stage ,2020
Vistaar Finance,Bangalore,Finance,30000000.0,Series Stage ,2020
Let's Dive,Bangalore,Technology,1700000.0,Series Stage ,2020
Habitat,Bangalore,Education,600000.0,Seed Stage ,2020
SAWO Labs,Mumbai,Technology,600000.0,Seed Stage ,2020
Signzy,Bangalore,Technology,3000000.0,Series Stage ,2020
KopyKitab,Bangalore,Education,3000000.0,Series Stage ,2020
Kyt,Outside Bangalore,Education,2500000.0,Series Stage ,2020
Raskik,Bangalore,Consumer Services,1000000.0,Pre Series Stage ,2020
GetWork,Gurugram,Human Resources,40000.0,Others Stage ,2020
Mobile Premier League (MPL),Bangalore,Entertainment,500000.0,Series Stage ,2020
Pravasirojgar,Bangalore,Human Resources,33000000.0,Series Stage ,2020
Omatra Hotels,Kolkata,Technology,3000000.0,Seed Stage ,2020
Awign,Bangalore,Human Resources,3000000.0,Pre Series Stage ,2020
NewsReach,Gujarat,Technology,1500000.0,Seed Stage ,2020
Cashfree,Bangalore,Finance,35000000.0,Series Stage ,2020
Credgenics,New Delhi,Finance,3000000.0,Pre Series Stage ,2020
GeoIQ,Bangalore,Technology,300000.0,Seed Stage ,2020
Country Delight,Haryana,Technology,25000000.0,Series Stage ,2020
Quintype,Bangalore,Marketing,3500000.0,Series Stage ,2020
CARS24,Haryana,Technology,200000000.0,Series Stage ,2020
Astrogate Labs,Bangalore,Technology,3000000.0,Series Stage ,2020
Power Gummies,New Delhi,Healthcare,3000000.0,Later Stage ,2020
Cityflo,Mumbai,Transport,7000000.0,Series Stage ,2020
AlgoBulls,Mumbai,Finance,200000.0,Series Stage ,2020
Credgenics,Gurugram,Finance,3000000.0,Pre Series Stage ,2020
Inntot,Kerala,Technology,3000000.0,Series Stage ,2020
Ensuredit,Gurugram,Finance,300000.0,Pre Series Stage ,2020
Shipsy,Gurugram,Technology,6000000.0,Series Stage ,2020
ERPNext,Mumbai,Technology,1000000.0,Series Stage ,2020
LightSpeedAI,Bangalore,Technology,3000000.0,Series Stage ,2020
Grip Invest,Gurugram,Finance,3000000.0,Pre Series Stage ,2020
Unacademy,Bangalore,Education,3000000.0,Series Stage ,2020
Yellow Classes,Gurugram,Education,1300000.0,Pre Series Stage ,2020
Plum,Bangalore,Healthcare,4100000.0,Series Stage ,2020
STAGE,Indore,Technology,1000000.0,Series Stage ,2020
Nykaa,Mumbai,Consumer Services,3000000.0,Series Stage ,2020
Kaagaz Scanner,Bangalore,Technology,575000.0,Series Stage ,2020
NIRA,Bangalore,Finance,1000000.0,Series Stage ,2020
Prolixr,Gurugram,Healthcare,3000000.0,Seed Stage ,2020
Byju's,Bangalore,Education,200000000.0,Series Stage ,2020
DaMENSCH,Bangalore,E-Commerce,6000000.0,Series Stage ,2020
Country Delight,Haryana,Consumer Services,25000000.0,Series Stage ,2020
SignalX,Hyderabad,Technology,800000.0,Seed Stage ,2020
Lancify,Bangalore,Education,300000.0,Series Stage ,2020
Krimanshi,Jodhpur,Technology,600000.0,Seed Stage ,2020
Instoried,Bangalore,Technology,1000000.0,Pre Series Stage ,2020
PlayerzPot,Mumbai,Entertainment,3000000.0,Series Stage ,2020
Instamojo,Bangalore,Finance,3000000.0,Series Stage ,2020
Turtlemint,Mumbai,Healthcare,30000000.0,Series Stage ,2020
Arata,New Delhi,E-Commerce,1000000.0,Pre Series Stage ,2020
MPL,Bangalore,Entertainment,5000000.0,Series Stage ,2020
True Balance,Gurugram,Finance,28000000.0,Series Stage ,2020
Thrive,Mumbai,Consumer Services,3000000.0,Pre Series Stage ,2020
Kitchens Centre,New Delhi,Technology,3000000.0,Pre Series Stage ,2020
Prescribe,Chennai,Healthcare,100000.0,Series Stage ,2020
Nepra,Ahmedabad,Industrial,18000000.0,Series Stage ,2020
inFeedo,Gurugram,Technology,3200000.0,Series Stage ,2020
Shilpa Sciences,Bangalore,Healthcare,3000000.0,Pre Series Stage ,2020
Arzooo,Bangalore,Technology,3000000.0,Series Stage ,2020
MindTickle,Pune,Technology,100000000.0,Debt Stage ,2020
Slice,Bangalore,Finance,5000000.0,Debt Stage ,2020
Rapawalk,Bangalore,E-Commerce,300000.0,Seed Stage ,2020
Oga Fit's,Bangalore,Technology,3000000.0,Pre Series Stage ,2020
LAVAL,Bangalore,Consumer Services,3000000.0,Pre Series Stage ,2020
Stride Ventures,New Delhi,Technology,80000000.0,Series Stage ,2020
BlackSoil,Mumbai,Finance,10000000.0,Series Stage ,2020
Biocon,Bangalore,Healthcare,15000000.0,Series Stage ,2020
Clientjoy,Gujarat,Technology,800000.0,Pre Series Stage ,2020
Xpressbees,Pune,E-Commerce,100000000.0,Series Stage ,2020
GalaxyCard,Gurugram,Finance,3000000.0,Seed Stage ,2020
Wellness Forever,Mumbai,Healthcare,100000000.0,Series Stage ,2020
MoooFarm,Gurugram,Technology,500000.0,Others Stage ,2020
BitClass,Bangalore,Technology,2000000.0,Seed Stage ,2020
Gonuts,Mumbai,Technology,400000.0,Seed Stage ,2020
Uolo,Bangalore,Education,2000000.0,Seed Stage ,2020
Kirana King,Jaipur,Technology,900000.0,Pre Series Stage ,2020
Jade Forest,Delhi,Consumer Services,250000.0,Seed Stage ,2020
iKure,Kolkata,Healthcare,3000000.0,Series Stage ,2020
FrontRow,Bangalore,Education,3200000.0,Seed Stage ,2020
Reliance Retail,Mumbai,E-Commerce,10000000.0,Series Stage ,2020
TUBBR,Outside India,Entertainment,3000000.0,Series Stage ,2020
Ather Energy,Bangalore,Technology,35000000.0,Series Stage ,2020
Routematic,Bangalore,Technology,2000000.0,Series Stage ,2020
LivFin,New Delhi,Finance,4700000.0,Series Stage ,2020
Universal Sportsbiz Pvt Ltd,Bangalore,Consumer Services,3000000.0,Series Stage ,2020
Lattu Kids,Mumbai,Education,3000000.0,Series Stage ,2020
Eggoz,Indore,Consumer Services,1500000.0,Pre Series Stage ,2020
Steradian Semiconductors,Bangalore,Technology,3000000.0,Series Stage ,2020
CHARGE+ZONE,Gujarat,Technology,3000000.0,Pre Series Stage ,2020
Stones2milestones,Gurugram,Education,2000000.0,Later Stage ,2020
Udacity,Outside Bangalore,Education,75000000.0,Debt Stage ,2020
AjnaLens,Thane,Technology,1000000.0,Later Stage ,2020
Gully Network,Bangalore,E-Commerce,1200000.0,Pre Series Stage ,2020
TurboHire,Hyderabad,Technology,1000000.0,Seed Stage ,2020
Traya,Mumbai,Healthcare,3000000.0,Seed Stage ,2020
Charcoal Eats,Mumbai,Technology,2000000.0,Series Stage ,2020
